doc_id	word_id	word	pos	mention_ids	entity_ids
1146	2	want	VBP		
1146	3	to	TO		
1146	4	turn	VB		
1146	5	everything	NN		
1146	6	upside	RB		
1146	7	down	RB		
1146	8	in	IN		
1146	9	a	DT		
1146	10	week	NN		
1146	11	.	.		
1146	0	Mr.	NNP	4848	1146:49
1146	1	Niciporuk	NNP	4848	1146:49
1146	2	here	RB	4848	1146:49
1146	3	wants	VBZ		
1146	4	60	CD	4849	1146:29
1146	5	acres	NNS	4849	1146:29
1146	6	used	VBN	4849	1146:29
1146	7	at	IN	4849	1146:29
1146	8	the	DT	4849	1146:29
1146	9	moment	NN	4849	1146:29
1146	10	by	IN	4849	1146:29
1146	11	a	DT	4849	1146:29
1146	12	state	NN	4849	1146:29
1146	13	farm	NN	4849	1146:29
1146	14	.	.		
1146	0	He	PRP	4850	1146:49
1146	1	ca	MD		
1146	2	n't	RB		
1146	3	guarantee	VB		
1146	4	that	IN		
1146	5	he	PRP	4851	1146:49
1146	6	can	MD		
1146	7	use	VB		
1146	8	it	PRP	4852	1146:29
1146	9	any	RB		
1146	10	better	RBR		
1146	11	.	.		
1146	12	''	''		
1146	0	``	``		
1146	1	I	PRP	4853	1146:49
1146	2	am	VBP		
1146	3	ready	JJ		
1146	4	at	IN		
1146	5	any	DT		
1146	6	moment	NN		
1146	7	to	TO		
1146	8	compete	VB		
1146	9	with	IN		
1146	10	a	DT		
1146	11	state	NN		
1146	12	farm	NN		
1146	13	.	.		
1146	14	''	''		
1146	0	The	DT	4854	1146:54
1146	1	naczelnik	FW	4854	1146:54
1146	2	averts	VBZ		
1146	3	his	PRP$	4855	1146:54
1146	4	eyes	NNS		
1146	5	.	.		
1146	0	``	``		
1146	1	What	WP		
1146	2	have	VBP		
1146	3	you	PRP	4856	1146:49
1146	4	got	VBN		
1146	5	?	.		
1146	0	Not	RB		
1146	1	even	RB		
1146	2	a	DT		
1146	3	tractor	NN		
1146	4	.	.		
1146	0	And	CC		
1146	1	you	PRP	4857	1146:49
1146	2	want	VBP		
1146	3	to	TO		
1146	4	make	VB		
1146	5	wicker	NN		
1146	6	baskets	NNS		
1146	7	,	,		
1146	8	too	RB		
1146	9	.	.		
1146	10	''	''		
1146	0	``	``		
1146	1	I	PRP	4858	1146:49
1146	2	can	MD		
1146	3	do	VB		
1146	4	five	CD		
1146	5	things	NNS		
1146	6	at	IN		
1146	7	once	RB		
1146	8	--	:		
1146	9	to	TO		
1146	10	be	VB		
1146	11	a	DT		
1146	12	businessman	NN		
1146	13	.	.		
1146	14	''	''		
1146	0	``	``		
1146	1	Big	JJ		
1146	2	business	NN		
1146	3	,	,		
1146	4	''	''		
1146	5	Mr.	NNP	4859	1146:54
1146	6	Pawlowski	NNP	4859	1146:54
1146	7	snorts	VBZ		
1146	8	in	IN		
1146	9	English	NNP		
1146	10	.	.		
1146	0	The	DT	4860	1146:49
1146	1	farmer	NN	4860	1146:49
1146	2	stands	VBZ		
1146	3	to	TO		
1146	4	go	VB		
1146	5	.	.		
1146	0	The	DT	4861	1146:54
1146	1	naczelnik	FW	4861	1146:54
1146	2	stands	VBZ		
1146	3	,	,		
1146	4	too	RB		
1146	5	.	.		
1146	0	``	``		
1146	1	I	PRP	4862	1146:54
1146	2	care	VBP		
1146	3	very	RB		
1146	4	much	RB		
1146	5	for	IN		
1146	6	this	DT	4863	1146:34
1146	7	post	NN	4863	1146:34
1146	8	,	,		
1146	9	''	''		
1146	10	he	PRP	4864	1146:54
1146	11	says	VBZ		
1146	12	.	.		
1146	0	``	``		
1146	1	Eight	CD		
1146	2	years	NNS		
1146	3	I	PRP	4865	1146:54
1146	4	've	VBP		
1146	5	had	VBD		
1146	6	it	PRP	4866	1146:34
1146	7	.	.		
1146	0	A	DT		
1146	1	cultural	JJ		
1146	2	center	NN		
1146	3	has	VBZ		
1146	4	been	VBN		
1146	5	built	VBN		
1146	6	,	,		
1146	7	shops	NNS		
1146	8	.	.		
1146	0	Suddenly	RB		
1146	1	,	,		
1146	2	I	PRP	4867	1146:54
1146	3	am	VBP		
1146	4	not	RB		
1146	5	a	DT		
1146	6	comfortable	JJ		
1146	7	man	NN		
1146	8	for	IN		
1146	9	Solidarity	NNP	4868	1146:38
1146	10	.	.		
1146	0	I	PRP	4869	1146:54
1146	1	have	VBP		
1146	2	accomplished	VBN		
1146	3	too	RB		
1146	4	much	JJ		
1146	5	.	.		
1146	0	They	PRP	4870	1146:38
1146	1	want	VBP		
1146	2	to	TO		
1146	3	do	VB		
1146	4	more	JJR		
1146	5	.	.		
1146	0	I	PRP	4871	1146:54
1146	1	wish	VBP		
1146	2	them	PRP	4872	1146:38
1146	3	all	PDT		
1146	4	the	DT		
1146	5	best	JJS		
1146	6	!	.		
1146	7	''	''		
1146	0	The	DT	4873	1146:49
1146	1	farmer	NN	4873	1146:49
1146	2	leaves	VBZ		
1146	3	.	.		
1146	0	And	CC		
1146	1	the	DT	4874	1146:54
1146	2	naczelnik	FW	4874	1146:54
1146	3	shuts	VBZ		
1146	4	his	PRP$	4875	1146:54
1146	5	door	NN		
1146	6	.	.		
1118	0	Tuesday	NNP	4876	1118:3
1118	1	,	,		
1118	2	October	NNP	4877	1118:3
1118	3	24	CD	4877	1118:3
1118	4	,	,	4877	1118:3
1118	5	1989	CD	4877	1118:3
1118	0	The	DT		
1118	1	key	JJ		
1118	2	U.S.	NNP		
1118	3	and	CC		
1118	4	foreign	JJ		
1118	5	annual	JJ		
1118	6	interest	NN		
1118	7	rates	NNS		
1118	8	below	RB		
1118	9	are	VBP		
1118	10	a	DT		
1118	11	guide	NN		
1118	12	to	IN		
1118	13	general	JJ		
1118	14	levels	NNS		
1118	15	but	CC		
1118	16	do	VBP		
1118	17	n't	RB		
1118	18	always	RB		
1118	19	represent	VB		
1118	20	actual	JJ		
1118	21	transactions	NNS		
1118	22	.	.		
1118	0	PRIME	JJ	4878	1118:5
1118	1	RATE	NN	4878	1118:5
1118	2	:	:		
1118	3	10	CD		
1118	4	1/2	CD		
1118	5	%	NN		
1118	6	.	.		
1118	0	The	DT	4879	1118:5
1118	1	base	JJ	4879	1118:5
1118	2	rate	NN	4879	1118:5
1118	3	on	IN		
1118	4	corporate	JJ		
1118	5	loans	NNS		
1118	6	at	IN		
1118	7	large	JJ		
1118	8	U.S.	NNP		
1118	9	money	NN		
1118	10	center	NN		
1118	11	commercial	JJ		
1118	12	banks	NNS		
1118	13	.	.		
1118	0	FEDERAL	JJ		
1118	1	FUNDS	NNS		
1118	2	:	:		
1118	3	8	CD		
1118	4	3/4	CD		
1118	5	%	NN		
1118	6	high	JJ		
1118	7	,	,		
1118	8	8	CD		
1118	9	5/8	CD		
1118	10	%	NN		
1118	11	low	JJ		
1118	12	,	,		
1118	13	8	CD		
1118	14	11/16	CD		
1118	15	%	NN		
1118	16	near	IN		
1118	17	closing	NN		
1118	18	bid	VBN		
1118	19	,	,		
1118	20	8	CD		
1118	21	11/16	CD		
1118	22	%	NN		
1118	23	offered	VBN		
1118	24	.	.		
1118	0	Reserves	NNS		
1118	1	traded	VBN		
1118	2	among	IN		
1118	3	commercial	JJ		
1118	4	banks	NNS		
1118	5	for	IN		
1118	6	overnight	JJ		
1118	7	use	NN		
1118	8	in	IN		
1118	9	amounts	NNS	4880	1118:6
1118	10	of	IN	4880	1118:6
1118	11	$	$	4880	1118:6
1118	12	1	CD	4880	1118:6
1118	13	million	CD	4880	1118:6
1118	14	or	CC	4880	1118:6
1118	15	more	JJR	4880	1118:6
1118	16	.	.		
1118	0	Source	NN		
1118	1	:	:		
1118	2	Fulton	NNP		
1118	3	Prebon	NNP		
1118	4	-LRB-	-LRB-		
1118	5	U.S.A	NNP		
1118	6	.	.		
1118	7	-RRB-	-RRB-		
1118	8	Inc	NNP		
1118	9	.	.		
1118	0	DISCOUNT	JJ	4881	1118:2
1118	1	RATE	NN	4881	1118:2
1118	2	:	:		
1118	3	7	CD		
1118	4	%	NN		
1118	5	.	.		
1118	0	The	DT	4882	1118:2
1118	1	charge	NN	4882	1118:2
1118	2	on	IN		
1118	3	loans	NNS		
1118	4	to	IN		
1118	5	depository	JJ		
1118	6	institutions	NNS		
1118	7	by	IN		
1118	8	the	DT		
1118	9	New	NNP		
1118	10	York	NNP		
1118	11	Federal	NNP		
1118	12	Reserve	NNP		
1118	13	Bank	NNP		
1118	14	.	.		
1118	0	CALL	JJ	4883	1118:1
1118	1	MONEY	NN	4883	1118:1
1118	2	:	:		
1118	3	9	CD		
1118	4	3/4	CD		
1118	5	%	NN		
1118	6	to	TO		
1118	7	10	CD		
1118	8	%	NN		
1118	9	.	.		
1118	0	The	DT	4884	1118:1
1118	1	charge	NN	4884	1118:1
1118	2	on	IN		
1118	3	loans	NNS		
1118	4	to	IN		
1118	5	brokers	NNS		
1118	6	on	IN		
1118	7	stock	NN		
1118	8	exchange	NN		
1118	9	collateral	NN		
1118	10	.	.		
1118	0	COMMERCIAL	JJ		
1118	1	PAPER	NN		
1118	2	placed	VBN		
1118	3	directly	RB		
1118	4	by	IN		
1118	5	General	NNP		
1118	6	Motors	NNP		
1118	7	Acceptance	NNP		
1118	8	Corp.	NNP		
1118	9	:	:		
1118	10	8.45	CD		
1118	11	%	NN		
1118	12	30	CD		
1118	13	to	TO		
1118	14	44	CD		
1118	15	days	NNS		
1118	16	;	:		
1118	17	8.25	CD		
1118	18	%	NN		
1118	19	45	CD		
1118	20	to	TO		
1118	21	68	CD		
1118	22	days	NNS		
1118	23	;	:		
1118	24	8.30	CD		
1118	25	%	NN		
1118	26	69	CD		
1118	27	to	TO		
1118	28	89	CD		
1118	29	days	NNS		
1118	30	;	:		
1118	31	8.125	CD		
1118	32	%	NN		
1118	33	90	CD		
1118	34	to	TO		
1118	35	119	CD		
1118	36	days	NNS		
1118	37	;	:		
1118	38	8	CD		
1118	39	%	NN		
1118	40	120	CD		
1118	41	to	TO		
1118	42	149	CD		
1118	43	days	NNS		
1118	44	;	:		
1118	45	7.875	CD		
1118	46	%	NN		
1118	47	150	CD		
1118	48	to	TO		
1118	49	179	CD		
1118	50	days	NNS		
1118	51	;	:		
1118	52	7.50	CD		
1118	53	%	NN		
1118	54	180	CD		
1118	55	to	TO		
1118	56	270	CD		
1118	57	days	NNS		
1118	58	.	.		
1118	0	COMMERCIAL	JJ		
1118	1	PAPER	NN		
1118	2	:	:		
1118	3	High	JJ		
1118	4	-	HYPH		
1118	5	grade	NN		
1118	6	unsecured	JJ		
1118	7	notes	NNS		
1118	8	sold	VBN		
1118	9	through	IN		
1118	10	dealers	NNS		
1118	11	by	IN		
1118	12	major	JJ		
1118	13	corporations	NNS		
1118	14	in	IN		
1118	15	multiples	NNS		
1118	16	of	IN		
1118	17	$	$		
1118	18	1,000	CD		
1118	19	:	:		
1118	20	8.55	CD		
1118	21	%	NN		
1118	22	30	CD		
1118	23	days	NNS		
1118	24	;	:		
1118	25	8.475	CD		
1118	26	%	NN		
1118	27	60	CD		
1118	28	days	NNS		
1118	29	;	:		
1118	30	8.45	CD		
1118	31	%	NN		
1118	32	90	CD		
1118	33	days	NNS		
1118	34	.	.		
1118	0	CERTIFICATES	NNS		
1118	1	OF	IN		
1118	2	DEPOSIT	NN		
1118	3	:	:		
1118	4	8.09	CD		
1118	5	%	NN		
1118	6	one	CD		
1118	7	month	NN		
1118	8	;	:		
1118	9	8.09	CD		
1118	10	%	NN		
1118	11	two	CD		
1118	12	months	NNS		
1118	13	;	:		
1118	14	8.06	CD		
1118	15	%	NN		
1118	16	three	CD		
1118	17	months	NNS		
1118	18	;	:		
1118	19	8	CD		
1118	20	%	NN		
1118	21	six	CD		
1118	22	months	NNS		
1118	23	;	:		
1118	24	7.94	CD		
1118	25	%	NN		
1118	26	one	CD		
1118	27	year	NN		
1118	28	.	.		
1118	0	Average	JJ		
1118	1	of	IN		
1118	2	top	JJ		
1118	3	rates	NNS		
1118	4	paid	VBN		
1118	5	by	IN		
1118	6	major	JJ		
1118	7	New	NNP		
1118	8	York	NNP		
1118	9	banks	NNS		
1118	10	on	IN		
1118	11	primary	JJ		
1118	12	new	JJ		
1118	13	issues	NNS		
1118	14	of	IN		
1118	15	negotiable	JJ		
1118	16	C.D.s	NNS		
1118	17	,	,		
1118	18	usually	RB		
1118	19	on	IN		
1118	20	amounts	NNS	4885	1118:4
1118	21	of	IN	4885	1118:4
1118	22	$	$	4885	1118:4
1118	23	1	CD	4885	1118:4
1118	24	million	CD	4885	1118:4
1118	25	and	CC	4885	1118:4
1118	26	more	JJR	4885	1118:4
1118	27	.	.		
1118	0	The	DT		
1118	1	minimum	JJ		
1118	2	unit	NN		
1118	3	is	VBZ		
1118	4	$	$		
1118	5	100,000	CD		
1118	6	.	.		
1118	0	Typical	JJ		
1118	1	rates	NNS		
1118	2	in	IN		
1118	3	the	DT		
1118	4	secondary	JJ		
1118	5	market	NN		
1118	6	:	:		
1118	7	8.55	CD		
1118	8	%	NN		
1118	9	one	CD		
1118	10	month	NN		
1118	11	;	:		
1118	12	8.50	CD		
1118	13	%	NN		
1118	14	three	CD		
1118	15	months	NNS		
1118	16	;	:		
1118	17	8.35	CD		
1118	18	%	NN		
1118	19	six	CD		
1118	20	months	NNS		
1118	21	.	.		
1118	0	BANKERS	NNS		
1118	1	ACCEPTANCES	NNS		
1118	2	:	:		
1118	3	8.48	CD		
1118	4	%	NN		
1118	5	30	CD		
1118	6	days	NNS		
1118	7	;	:		
1118	8	8.30	CD		
1118	9	%	NN		
1118	10	60	CD		
1118	11	days	NNS		
1118	12	;	:		
1118	13	8.28	CD		
1118	14	%	NN		
1118	15	90	CD		
1118	16	days	NNS		
1118	17	;	:		
1118	18	8.10	CD		
1118	19	%	NN		
1118	20	120	CD		
1118	21	days	NNS		
1118	22	;	:		
1118	23	8	CD		
1118	24	%	NN		
1118	25	150	CD		
1118	26	days	NNS		
1118	27	;	:		
1118	28	7.90	CD		
1118	29	%	NN		
1118	30	180	CD		
1118	31	days	NNS		
1118	32	.	.		
1118	0	Negotiable	JJ		
1118	1	,	,		
1118	2	bank	NN		
1118	3	-	HYPH		
1118	4	backed	VBN		
1118	5	business	NN		
1118	6	credit	NN		
1118	7	instruments	NNS		
1118	8	typically	RB		
1118	9	financing	VBG		
1118	10	an	DT		
1118	11	import	NN		
1118	12	order	NN		
1118	13	.	.		
1118	0	LONDON	NNP		
1118	1	LATE	JJ		
1118	2	EURODOLLARS	NNS		
1118	3	:	:		
1118	4	8	CD		
1118	5	11/16	CD		
1118	6	%	NN		
1118	7	to	TO		
1118	8	8	CD		
1118	9	9/16	CD		
1118	10	%	NN		
1118	11	one	CD		
1118	12	month	NN		
1118	13	;	:		
1118	14	8	CD		
1118	15	5/8	CD		
1118	16	%	NN		
1118	17	to	TO		
1118	18	8	CD		
1118	19	1/2	CD		
1118	20	%	NN		
1118	21	two	CD		
1118	22	months	NNS		
1118	23	;	:		
1118	24	8	CD		
1118	25	5/8	CD		
1118	26	%	NN		
1118	27	to	TO		
1118	28	8	CD		
1118	29	1/2	CD		
1118	30	%	NN		
1118	31	three	CD		
1118	32	months	NNS		
1118	33	;	:		
1118	34	8	CD		
1118	35	9/16	CD		
1118	36	%	NN		
1118	37	to	TO		
1118	38	8	CD		
1118	39	7/16	CD		
1118	40	%	NN		
1118	41	four	CD		
1118	42	months	NNS		
1118	43	;	:		
1118	44	8	CD		
1118	45	1/2	CD		
1118	46	%	NN		
1118	47	to	TO		
1118	48	8	CD		
1118	49	3/8	CD		
1118	50	%	NN		
1118	51	five	CD		
1118	52	months	NNS		
1118	53	;	:		
1118	54	8	CD		
1118	55	7/16	CD		
1118	56	%	NN		
1118	57	to	TO		
1118	58	8	CD		
1118	59	5/16	CD		
1118	60	%	NN		
1118	61	six	CD		
1118	62	months	NNS		
1118	63	.	.		
1118	0	LONDON	NNP		
1118	1	INTERBANK	NN		
1118	2	OFFERED	VBN		
1118	3	RATES	NNS		
1118	4	-LRB-	-LRB-		
1118	5	LIBOR	NNP		
1118	6	-RRB-	-RRB-		
1118	7	:	:		
1118	8	8	CD		
1118	9	11/16	CD		
1118	10	%	NN		
1118	11	one	CD		
1118	12	month	NN		
1118	13	;	:		
1118	14	8	CD		
1118	15	11/16	CD		
1118	16	%	NN		
1118	17	three	CD		
1118	18	months	NNS		
1118	19	;	:		
1118	20	8	CD		
1118	21	1/2	CD		
1118	22	%	NN		
1118	23	six	CD		
1118	24	months	NNS		
1118	25	;	:		
1118	26	8	CD		
1118	27	1/2	CD		
1118	28	%	NN		
1118	29	one	CD		
1118	30	year	NN		
1118	31	.	.		
1118	0	The	DT		
1118	1	average	NN		
1118	2	of	IN		
1118	3	interbank	NN		
1118	4	offered	VBN		
1118	5	rates	NNS		
1118	6	for	IN		
1118	7	dollar	NN		
1118	8	deposits	NNS		
1118	9	in	IN		
1118	10	the	DT		
1118	11	London	NNP		
1118	12	market	NN		
1118	13	based	VBN		
1118	14	on	IN		
1118	15	quotations	NNS		
1118	16	at	IN		
1118	17	five	CD		
1118	18	major	JJ		
1118	19	banks	NNS		
1118	20	.	.		
1118	0	FOREIGN	JJ		
1118	1	PRIME	JJ		
1118	2	RATES	NNS		
1118	3	:	:		
1118	4	Canada	NNP		
1118	5	13.50	CD		
1118	6	%	NN		
1118	7	;	:		
1118	8	Germany	NNP		
1118	9	9	CD		
1118	10	%	NN		
1118	11	;	:		
1118	12	Japan	NNP		
1118	13	4.875	CD		
1118	14	%	NN		
1118	15	;	:		
1118	16	Switzerland	NNP		
1118	17	8.50	CD		
1118	18	%	NN		
1118	19	;	:		
1118	20	Britain	NNP		
1118	21	15	CD		
1118	22	%	NN		
1118	23	.	.		
1118	0	These	DT		
1118	1	rate	NN		
1118	2	indications	NNS		
1118	3	are	VBP		
1118	4	n't	RB		
1118	5	directly	RB		
1118	6	comparable	JJ		
1118	7	;	:		
1118	8	lending	NN		
1118	9	practices	NNS		
1118	10	vary	VBP		
1118	11	widely	RB		
1118	12	by	IN		
1118	13	location	NN		
1118	14	.	.		
1118	0	TREASURY	NNP		
1118	1	BILLS	NNS		
1118	2	:	:		
1118	3	Results	NNS		
1118	4	of	IN		
1118	5	the	DT		
1118	6	Monday	NNP		
1118	7	,	,		
1118	8	October	NNP		
1118	9	23	CD		
1118	10	,	,		
1118	11	1989	CD		
1118	12	,	,		
1118	13	auction	NN		
1118	14	of	IN		
1118	15	short	JJ		
1118	16	-	HYPH		
1118	17	term	NN		
1118	18	U.S.	NNP		
1118	19	government	NN		
1118	20	bills	NNS		
1118	21	,	,		
1118	22	sold	VBN		
1118	23	at	IN		
1118	24	a	DT		
1118	25	discount	NN		
1118	26	from	IN		
1118	27	face	NN		
1118	28	value	NN		
1118	29	in	IN		
1118	30	units	NNS		
1118	31	of	IN		
1118	32	$	$		
1118	33	10,000	CD		
1118	34	to	TO		
1118	35	$	$		
1118	36	1	CD		
1118	37	million	CD		
1118	38	:	:		
1118	39	7.52	CD		
1118	40	%	NN		
1118	41	13	CD		
1118	42	weeks	NNS		
1118	43	;	:		
1118	44	7.50	CD		
1118	45	%	NN		
1118	46	26	CD		
1118	47	weeks	NNS		
1118	48	.	.		
1118	0	FEDERAL	NNP		
1118	1	HOME	NNP		
1118	2	LOAN	NNP		
1118	3	MORTGAGE	NNP		
1118	4	CORP	NNP		
1118	5	.	.		
1118	6	-LRB-	-LRB-		
1118	7	Freddie	NNP		
1118	8	Mac	NNP		
1118	9	-RRB-	-RRB-		
1118	10	:	:		
1118	11	Posted	VBN		
1118	12	yields	NNS		
1118	13	on	IN		
1118	14	30	CD		
1118	15	-	HYPH		
1118	16	year	NN		
1118	17	mortgage	NN		
1118	18	commitments	NNS		
1118	19	for	IN		
1118	20	delivery	NN		
1118	21	within	IN		
1118	22	30	CD		
1118	23	days	NN		
1118	24	.	.		
1118	0	9.78	CD		
1118	1	%	NN		
1118	2	,	,		
1118	3	standard	JJ		
1118	4	conventional	JJ		
1118	5	fixed	VBN		
1118	6	-	HYPH		
1118	7	rate	NN		
1118	8	mortgages	NNS		
1118	9	;	:		
1118	10	7.875	CD		
1118	11	%	NN		
1118	12	,	,		
1118	13	2	CD		
1118	14	%	NN		
1118	15	rate	NN		
1118	16	capped	VBN		
1118	17	one	CD		
1118	18	-	HYPH		
1118	19	year	NN		
1118	20	adjustable	JJ		
1118	21	rate	NN		
1118	22	mortgages	NNS		
1118	23	.	.		
1118	0	Source	NN		
1118	1	:	:		
1118	2	Telerate	NNP	4886	1118:0
1118	3	Systems	NNP	4886	1118:0
1118	4	Inc	NNP	4886	1118:0
1118	5	.	.		
1118	0	FEDERAL	NNP		
1118	1	NATIONAL	NNP		
1118	2	MORTGAGE	NNP		
1118	3	ASSOCIATION	NNP		
1118	4	-LRB-	-LRB-		
1118	5	Fannie	NNP		
1118	6	Mae	NNP		
1118	7	-RRB-	-RRB-		
1118	8	:	:		
1118	9	Posted	VBN		
1118	10	yields	NNS		
1118	11	on	IN		
1118	12	30	CD		
1118	13	year	NN		
1118	14	mortgage	NN		
1118	15	commitments	NNS		
1118	16	for	IN		
1118	17	delivery	NN		
1118	18	within	IN		
1118	19	30	CD		
1118	20	days	NNS		
1118	21	-LRB-	-LRB-		
1118	22	priced	VBN		
1118	23	at	IN		
1118	24	par	NN		
1118	25	-RRB-	-RRB-		
1118	26	9.75	CD		
1118	27	%	NN		
1118	28	,	,		
1118	29	standard	JJ		
1118	30	conventional	JJ		
1118	31	fixed	VBN		
1118	32	-	HYPH		
1118	33	rate	NN		
1118	34	mortgages	NNS		
1118	35	;	:		
1118	36	8.70	CD		
1118	37	%	NN		
1118	38	,	,		
1118	39	6/2	CD		
1118	40	rate	NN		
1118	41	capped	VBN		
1118	42	one	CD		
1118	43	-	HYPH		
1118	44	year	NN		
1118	45	adjustable	JJ		
1118	46	rate	NN		
1118	47	mortgages	NNS		
1118	48	.	.		
1118	0	Source	NN		
1118	1	:	:		
1118	2	Telerate	NNP	4887	1118:0
1118	3	Systems	NNP	4887	1118:0
1118	4	Inc	NNP	4887	1118:0
1118	5	.	.		
1118	0	MERRILL	NNP		
1118	1	LYNCH	NNP		
1118	2	READY	NNP		
1118	3	ASSETS	NNPS		
1118	4	TRUST	NNP		
1118	5	:	:		
1118	6	8.59	CD		
1118	7	%	NN		
1118	8	.	.		
1118	0	Annualized	JJ		
1118	1	average	JJ		
1118	2	rate	NN		
1118	3	of	IN		
1118	4	return	NN		
1118	5	after	IN		
1118	6	expenses	NNS		
1118	7	for	IN		
1118	8	the	DT		
1118	9	past	JJ		
1118	10	30	CD		
1118	11	days	NNS		
1118	12	;	:		
1118	13	not	RB		
1118	14	a	DT		
1118	15	forecast	NN		
1118	16	of	IN		
1118	17	future	JJ		
1118	18	returns	NNS		
1118	19	.	.		
1122	0	DISASTER	NN		
1122	1	STATES	NNS		
1122	2	are	VBP		
1122	3	n't	RB		
1122	4	jumping	VBG		
1122	5	to	TO		
1122	6	raise	VB		
1122	7	taxes	NNS		
1122	8	for	IN		
1122	9	relief	NN		
1122	10	and	CC		
1122	11	recovery	NN		
1122	12	.	.		
1122	0	Not	RB		
1122	1	yet	RB		
1122	2	,	,		
1122	3	anyway	RB		
1122	4	.	.		
1122	0	Just	RB		
1122	1	after	IN		
1122	2	Hurricane	NNP	4888	1122:15
1122	3	Hugo	NNP	4888	1122:15
1122	4	battered	VBD		
1122	5	South	NNP		
1122	6	Carolina	NNP		
1122	7	,	,		
1122	8	some	DT	4889	1122:6
1122	9	officials	NNS	4889	1122:6
1122	10	talked	VBD		
1122	11	of	IN		
1122	12	perhaps	RB		
1122	13	adding	VBG		
1122	14	a	DT		
1122	15	penny	NN		
1122	16	to	IN		
1122	17	the	DT		
1122	18	state	NN		
1122	19	gasoline	NN		
1122	20	tax	NN		
1122	21	or	CC		
1122	22	raising	VBG		
1122	23	property	NN		
1122	24	taxes	NNS		
1122	25	.	.		
1122	0	Gov.	NNP	4890	1122:8
1122	1	Campbell	NNP	4890	1122:8
1122	2	responded	VBD		
1122	3	,	,		
1122	4	``	``		
1122	5	They	PRP	4891	1122:6
1122	6	're	VBP		
1122	7	mentioning	VBG		
1122	8	rope	NN		
1122	9	when	WRB		
1122	10	there	EX		
1122	11	's	VBZ		
1122	12	been	VBN		
1122	13	a	DT		
1122	14	hanging	NN		
1122	15	in	IN		
1122	16	the	DT		
1122	17	family	NN		
1122	18	.	.		
1122	19	''	''		
1122	0	A	DT		
1122	1	spokesman	NN		
1122	2	says	VBZ		
1122	3	the	DT	4892	1122:8
1122	4	governor	NN	4892	1122:8
1122	5	believes	VBZ		
1122	6	he	PRP	4893	1122:8
1122	7	can	MD		
1122	8	avoid	VB		
1122	9	increases	NNS		
1122	10	by	IN		
1122	11	relying	VBG		
1122	12	on	IN		
1122	13	federal	JJ		
1122	14	aid	NN		
1122	15	and	CC		
1122	16	shifting	VBG		
1122	17	funds	NNS		
1122	18	in	IN		
1122	19	state	NN		
1122	20	programs	NNS		
1122	21	.	.		
1122	0	Still	RB		
1122	1	,	,		
1122	2	Hugo	NNP	4894	1122:15
1122	3	's	POS	4894	1122:15
1122	4	impact	NN		
1122	5	may	MD		
1122	6	revive	VB		
1122	7	unsuccessful	JJ		
1122	8	proposals	NNS		
1122	9	to	TO		
1122	10	give	VB		
1122	11	local	JJ		
1122	12	governments	NNS		
1122	13	authority	NN		
1122	14	to	TO		
1122	15	levy	VB		
1122	16	sales	JJ		
1122	17	taxes	NNS		
1122	18	.	.		
1122	0	A	DT		
1122	1	spokesman	NN		
1122	2	for	IN		
1122	3	North	NNP		
1122	4	Carolina	NNP		
1122	5	Gov.	NNP		
1122	6	Martin	NNP		
1122	7	says	VBZ		
1122	8	Hugo	NNP	4895	1122:15
1122	9	has	VBZ		
1122	10	n't	RB		
1122	11	prompted	VBN		
1122	12	proposals	NNS		
1122	13	for	IN		
1122	14	state	NN		
1122	15	or	CC		
1122	16	local	JJ		
1122	17	increases	NNS		
1122	18	.	.		
1122	0	California	NNP		
1122	1	,	,		
1122	2	where	WRB		
1122	3	earthquake	NN		
1122	4	damage	NN		
1122	5	may	MD		
1122	6	top	VB		
1122	7	$	$		
1122	8	5	CD		
1122	9	billion	CD		
1122	10	,	,		
1122	11	plans	VBZ		
1122	12	a	DT		
1122	13	special	JJ		
1122	14	legislative	JJ		
1122	15	session	NN		
1122	16	.	.		
1122	0	Property	NN		
1122	1	-	HYPH		
1122	2	tax	NN		
1122	3	relief	NN		
1122	4	is	VBZ		
1122	5	likely	JJ		
1122	6	.	.		
1122	0	Legislators	NNS		
1122	1	are	VBP		
1122	2	talking	VBG		
1122	3	about	IN		
1122	4	temporary	JJ	4896	1122:7
1122	5	rises	NNS	4896	1122:7
1122	6	in	IN	4896	1122:7
1122	7	sales	NNS	4896	1122:7
1122	8	or	CC	4896	1122:7
1122	9	gasoline	NN	4896	1122:7
1122	10	taxes	NNS	4896	1122:7
1122	11	,	,		
1122	12	although	IN		
1122	13	Gov.	NNP		
1122	14	Deukmejian	NNP		
1122	15	says	VBZ		
1122	16	they	PRP	4897	1122:7
1122	17	should	MD		
1122	18	be	VB		
1122	19	a	DT		
1122	20	last	JJ		
1122	21	resort	NN		
1122	22	.	.		
1122	0	Needs	NNS		
1122	1	are	VBP		
1122	2	n't	RB		
1122	3	clear	JJ		
1122	4	,	,		
1122	5	and	CC		
1122	6	the	DT	4898	1122:5
1122	7	state	NN	4898	1122:5
1122	8	constitution	NN	4898	1122:5
1122	9	makes	VBZ		
1122	10	increasing	VBG		
1122	11	taxes	NNS		
1122	12	and	CC		
1122	13	spending	VBG		
1122	14	very	RB		
1122	15	difficult	JJ		
1122	16	.	.		
1122	0	But	CC		
1122	1	some	DT		
1122	2	legislators	NNS		
1122	3	think	VBP		
1122	4	the	DT		
1122	5	time	NN		
